Year,Site,N_stone,Exposition,N,E,Core,Square,Juveniles_Alive,Juveniles_Dead,Adult_Alive,Adult_Dead
2016,East_site,3,Land,0.902,35.118,3,9,15,1,1,0
2016,East_site,3,Land,0.902,35.118,3,13,17,0,1,0
2016,East_site,3,Sea,0.902,35.118,1,10,0,0,2,0
2016,East_site,3,Sea,0.902,35.118,1,17,0,0,0,2
2016,East_site,3,Sea,0.902,35.118,1,25,20,0,0,0
2016,East_site,3,Sea,0.902,35.118,2,1,17,0,0,0
2016,East_site,3,Sea,0.902,35.118,2,12,4,0,7,0
2016,East_site,3,Sea,0.902,35.118,2,5,0,0,13,2
2016,East_site,3,Sea,0.902,35.118,3,7,30,0,3,0
2016,East_site,3,Sea,0.902,35.118,3,9,0,0,22,3
2016,East_site,3,Sea,0.902,35.118,3,11,21,0,0,0
2017,Youzhnaya_guba,1,Land,0.484,34.219,1,6,0,0,1,0
2017,Youzhnaya_guba,1,Land,0.484,34.219,1,3,0,0,0,0
2017,Youzhnaya_guba,1,Land,0.484,34.219,1,1,0,0,2,0
2017,Youzhnaya_guba,1,Land,0.484,34.219,2,14,1,0,2,0
2017,Youzhnaya_guba,1,Land,0.484,34.219,2,18,2,0,0,0
2017,Youzhnaya_guba,1,Land,0.484,34.219,2,23,0,0,0,0
2017,Youzhnaya_guba,1,Land,0.484,34.219,3,13,0,0,0,0
2017,Youzhnaya_guba,1,Land,0.484,34.219,3,19,0,0,2,0
2017,Youzhnaya_guba,1,Land,0.484,34.219,3,3,0,0,1,0
2017,Youzhnaya_guba,1,Sea,0.484,34.219,1,25,0,0,14,0
2017,Youzhnaya_guba,1,Sea,0.484,34.219,1,19,0,0,13,0
2017,Youzhnaya_guba,1,Sea,0.484,34.219,1,17,0,0,13,0
2017,Youzhnaya_guba,1,Sea,0.484,34.219,2,23,4,0,4,3
2017,Youzhnaya_guba,1,Sea,0.484,34.219,2,7,0,0,8,0
2017,Youzhnaya_guba,1,Sea,0.484,34.219,2,4,0,0,0,0
2017,Youzhnaya_guba,1,Sea,0.484,34.219,3,17,0,0,17,1
2017,Youzhnaya_guba,1,Sea,0.484,34.219,3,7,0,0,12,0
2017,Youzhnaya_guba,1,Sea,0.484,34.219,3,4,0,0,3,0
2017,Youzhnaya_guba,2,Land,0.479,34.216,1,6,8,0,0,0
2017,Youzhnaya_guba,2,Land,0.479,34.216,1,3,6,0,10,1
2017,Youzhnaya_guba,2,Land,0.479,34.216,1,12,3,0,0,0
2017,Youzhnaya_guba,2,Land,0.479,34.216,2,25,1,0,13,0
2017,Youzhnaya_guba,2,Land,0.479,34.216,2,11,0,0,12,1
2017,Youzhnaya_guba,2,Land,0.479,34.216,2,3,0,0,12,2
2017,Youzhnaya_guba,2,Land,0.479,34.216,3,11,1,0,9,0
2017,Youzhnaya_guba,2,Land,0.479,34.216,3,9,10,0,0,0
2017,Youzhnaya_guba,2,Land,0.479,34.216,3,4,3,0,3,0
2017,Youzhnaya_guba,2,Sea,0.479,34.216,1,18,4,0,5,0
2017,Youzhnaya_guba,2,Sea,0.479,34.216,1,19,6,0,11,0
2017,Youzhnaya_guba,2,Sea,0.479,34.216,1,12,0,0,12,0
2017,Youzhnaya_guba,2,Sea,0.479,34.216,2,7,4,0,2,0
2017,Youzhnaya_guba,2,Sea,0.479,34.216,2,16,1,0,3,0
2017,Youzhnaya_guba,2,Sea,0.479,34.216,2,13,12,0,0,0
2017,Youzhnaya_guba,2,Sea,0.479,34.216,3,11,3,0,7,0
2017,Youzhnaya_guba,2,Sea,0.479,34.216,3,10,7,0,5,0
2017,Youzhnaya_guba,2,Sea,0.479,34.216,3,15,0,0,14,1
2017,Youzhnaya_guba,3,Land,0.509,34.287,1,24,0,0,6,0
2017,Youzhnaya_guba,3,Land,0.509,34.287,1,23,11,0,0,0
2017,Youzhnaya_guba,3,Land,0.509,34.287,1,2,8,0,0,0
2017,Youzhnaya_guba,3,Land,0.509,34.287,2,13,8,0,0,0
2017,Youzhnaya_guba,3,Land,0.509,34.287,2,12,9,0,0,0
2017,Youzhnaya_guba,3,Land,0.509,34.287,2,15,10,0,0,0
2017,Youzhnaya_guba,3,Land,0.509,34.287,3,14,8,0,1,0
2017,Youzhnaya_guba,3,Land,0.509,34.287,3,17,8,0,1,0
2017,Youzhnaya_guba,3,Land,0.509,34.287,3,16,0,0,0,0
2017,Youzhnaya_guba,3,Sea,0.509,34.287,1,22,0,0,6,0
2017,Youzhnaya_guba,3,Sea,0.509,34.287,1,16,0,0,4,0
2017,Youzhnaya_guba,3,Sea,0.509,34.287,1,5,4,0,0,0
2017,Youzhnaya_guba,3,Sea,0.509,34.287,2,23,9,0,0,0
2017,Youzhnaya_guba,3,Sea,0.509,34.287,2,6,5,0,0,0
2017,Youzhnaya_guba,3,Sea,0.509,34.287,2,19,6,0,0,0
2017,Youzhnaya_guba,3,Sea,0.509,34.287,3,23,11,0,0,0
2017,Youzhnaya_guba,3,Sea,0.509,34.287,3,24,5,0,0,0
2017,Youzhnaya_guba,3,Sea,0.509,34.287,3,4,4,0,0,0
2017,Severnaya_guba,1,Land,1.497,32.508,1,1,2,0,0,0
2017,Severnaya_guba,1,Land,1.497,32.508,1,17,8,0,0,0
2017,Severnaya_guba,1,Land,1.497,32.508,1,16,0,0,10,0
2017,Severnaya_guba,1,Land,1.497,32.508,2,6,0,0,0,0
2017,Severnaya_guba,1,Land,1.497,32.508,2,15,5,0,2,0
2017,Severnaya_guba,1,Land,1.497,32.508,2,24,0,0,5,0
2017,Severnaya_guba,1,Land,1.497,32.508,3,3,5,0,3,0
2017,Severnaya_guba,1,Land,1.497,32.508,3,11,0,0,2,0
2017,Severnaya_guba,1,Land,1.497,32.508,3,25,0,0,4,1
2017,Severnaya_guba,1,Sea,1.497,32.508,1,12,0,0,5,0
2017,Severnaya_guba,1,Sea,1.497,32.508,1,9,5,0,10,0
2017,Severnaya_guba,1,Sea,1.497,32.508,1,19,5,0,0,0
2017,Severnaya_guba,1,Sea,1.497,32.508,2,22,0,0,7,0
2017,Severnaya_guba,1,Sea,1.497,32.508,2,4,0,0,9,2
2017,Severnaya_guba,1,Sea,1.497,32.508,2,9,0,0,6,0
2017,Severnaya_guba,1,Sea,1.497,32.508,3,24,2,0,3,0
2017,Severnaya_guba,1,Sea,1.497,32.508,3,10,0,0,7,0
2017,Severnaya_guba,1,Sea,1.497,32.508,3,9,1,0,1,1
2017,Severnaya_guba,2,Land,1.506,32.5,1,12,3,0,0,0
2017,Severnaya_guba,2,Land,1.506,32.5,1,19,2,0,0,0
2017,Severnaya_guba,2,Land,1.506,32.5,1,13,1,0,0,0
2017,Severnaya_guba,2,Land,1.506,32.5,2,4,0,0,0,0
2017,Severnaya_guba,2,Land,1.506,32.5,2,2,0,0,0,0
2017,Severnaya_guba,2,Land,1.506,32.5,2,21,0,0,0,0
2017,Severnaya_guba,2,Land,1.506,32.5,3,11,0,0,1,0
2017,Severnaya_guba,2,Land,1.506,32.5,3,22,3,0,0,0
2017,Severnaya_guba,2,Land,1.506,32.5,3,5,0,0,0,0
2017,Severnaya_guba,2,Sea,1.506,32.5,1,5,6,0,0,0
2017,Severnaya_guba,2,Sea,1.506,32.5,1,14,1,0,5,0
2017,Severnaya_guba,2,Sea,1.506,32.5,1,24,3,0,4,0
2017,Severnaya_guba,2,Sea,1.506,32.5,2,21,4,0,4,0
2017,Severnaya_guba,2,Sea,1.506,32.5,2,18,3,0,19,0
2017,Severnaya_guba,2,Sea,1.506,32.5,2,17,8,0,7,0
2017,Severnaya_guba,2,Sea,1.506,32.5,3,24,0,0,19,0
2017,Severnaya_guba,2,Sea,1.506,32.5,3,22,2,0,17,0
2017,Severnaya_guba,2,Sea,1.506,32.5,3,21,0,0,17,0
2017,Severnaya_guba,3,Land,1.506,32.524,1,21,0,0,0,0
2017,Severnaya_guba,3,Land,1.506,32.524,1,13,0,0,0,0
2017,Severnaya_guba,3,Land,1.506,32.524,1,1,0,0,0,0
2017,Severnaya_guba,3,Land,1.506,32.524,2,10,0,0,5,1
2017,Severnaya_guba,3,Land,1.506,32.524,2,22,0,0,0,0
2017,Severnaya_guba,3,Land,1.506,32.524,2,24,2,0,0,0
2017,Severnaya_guba,3,Land,1.506,32.524,3,9,0,0,0,0
2017,Severnaya_guba,3,Land,1.506,32.524,3,19,1,0,0,0
2017,Severnaya_guba,3,Land,1.506,32.524,3,10,0,0,0,0
2017,Severnaya_guba,3,Sea,1.506,32.524,1,17,0,0,9,0
2017,Severnaya_guba,3,Sea,1.506,32.524,1,23,0,0,17,0
2017,Severnaya_guba,3,Sea,1.506,32.524,1,21,1,0,6,0
2017,Severnaya_guba,3,Sea,1.506,32.524,2,25,0,0,5,0
2017,Severnaya_guba,3,Sea,1.506,32.524,2,18,0,0,11,0
2017,Severnaya_guba,3,Sea,1.506,32.524,2,9,0,0,14,0
2017,Severnaya_guba,3,Sea,1.506,32.524,3,1,0,0,7,0
2017,Severnaya_guba,3,Sea,1.506,32.524,3,23,0,0,13,0
2017,Severnaya_guba,3,Sea,1.506,32.524,3,3,14,0,0,0
2017,East_site,1,Land,1.221,34.195,1,14,7,0,6,0
2017,East_site,1,Land,1.221,34.195,1,5,4,0,10,0
2017,East_site,1,Land,1.221,34.195,1,21,3,0,4,0
2017,East_site,1,Land,1.221,34.195,2,19,8,0,4,0
2017,East_site,1,Land,1.221,34.195,2,21,5,0,4,0
2017,East_site,1,Land,1.221,34.195,2,13,2,0,8,0
2017,East_site,1,Land,1.221,34.195,3,2,0,0,8,0
2017,East_site,1,Land,1.221,34.195,3,7,5,0,5,0
2017,East_site,1,Land,1.221,34.195,3,10,3,0,9,0
2017,East_site,1,Sea,1.221,34.195,1,25,10,0,0,0
2017,East_site,1,Sea,1.221,34.195,1,21,8,0,0,0
2017,East_site,1,Sea,1.221,34.195,1,13,18,0,0,0
2017,East_site,1,Sea,1.221,34.195,2,4,18,0,0,0
2017,East_site,1,Sea,1.221,34.195,2,14,15,0,0,0
2017,East_site,1,Sea,1.221,34.195,2,3,16,0,0,0
2017,East_site,1,Sea,1.221,34.195,3,1,12,0,0,0
2017,East_site,1,Sea,1.221,34.195,3,11,15,0,1,0
2017,East_site,1,Sea,1.221,34.195,3,20,10,0,0,0
2017,East_site,2,Land,1.225,34.183,1,17,2,0,5,0
2017,East_site,2,Land,1.225,34.183,1,3,0,0,3,0
2017,East_site,2,Land,1.225,34.183,1,9,0,0,5,0
2017,East_site,2,Land,1.225,34.183,2,6,0,0,6,0
2017,East_site,2,Land,1.225,34.183,2,14,0,0,3,0
2017,East_site,2,Land,1.225,34.183,2,19,0,0,8,0
2017,East_site,2,Land,1.225,34.183,3,21,0,0,6,0
2017,East_site,2,Land,1.225,34.183,3,5,0,0,2,0
2017,East_site,2,Land,1.225,34.183,3,25,2,0,3,0
2017,East_site,2,Sea,1.225,34.183,1,5,4,0,3,0
2017,East_site,2,Sea,1.225,34.183,1,13,2,0,5,0
2017,East_site,2,Sea,1.225,34.183,1,4,0,0,9,0
2017,East_site,2,Sea,1.225,34.183,2,1,2,0,5,0
2017,East_site,2,Sea,1.225,34.183,2,9,1,0,8,0
2017,East_site,2,Sea,1.225,34.183,2,12,13,0,2,0
2017,East_site,2,Sea,1.225,34.183,3,25,6,0,4,0
2017,East_site,2,Sea,1.225,34.183,3,10,7,0,4,0
2017,East_site,2,Sea,1.225,34.183,3,14,4,0,4,0
2017,East_site,3,Land,1.228,34.18,1,20,6,0,2,0
2017,East_site,3,Land,1.228,34.18,1,15,10,0,3,0
2017,East_site,3,Land,1.228,34.18,1,1,5,0,0,0
2017,East_site,3,Land,1.228,34.18,2,7,9,0,2,0
2017,East_site,3,Land,1.228,34.18,2,17,3,0,0,0
2017,East_site,3,Land,1.228,34.18,2,10,0,0,7,0
2017,East_site,3,Land,1.228,34.18,3,15,2,0,3,0
2017,East_site,3,Land,1.228,34.18,3,3,3,0,2,0
2017,East_site,3,Land,1.228,34.18,3,14,5,0,1,0
2017,East_site,3,Sea,1.228,34.18,1,12,6,0,0,0
2017,East_site,3,Sea,1.228,34.18,1,16,9,0,0,0
2017,East_site,3,Sea,1.228,34.18,1,15,17,0,2,1
2017,East_site,3,Sea,1.228,34.18,2,13,16,0,0,0
2017,East_site,3,Sea,1.228,34.18,2,3,10,0,0,0
2017,East_site,3,Sea,1.228,34.18,2,12,17,0,0,0
2017,East_site,3,Sea,1.228,34.18,3,25,11,0,0,0
2017,East_site,3,Sea,1.228,34.18,3,20,10,0,0,0
2017,East_site,3,Sea,1.228,34.18,3,16,7,0,0,0
2017,West_site,1,Land,0.702,32.748,1,22,0,0,9,0
2017,West_site,1,Land,0.702,32.748,1,2,0,0,2,0
2017,West_site,1,Land,0.702,32.748,1,18,0,0,8,0
2017,West_site,1,Land,0.702,32.748,2,18,1,0,8,0
2017,West_site,1,Land,0.702,32.748,2,24,0,0,7,0
2017,West_site,1,Land,0.702,32.748,2,8,0,0,4,0
2017,West_site,1,Land,0.702,32.748,3,9,0,0,4,0
2017,West_site,1,Land,0.702,32.748,3,5,0,0,1,1
2017,West_site,1,Land,0.702,32.748,3,10,5,0,0,0
2017,West_site,1,Sea,0.702,32.748,1,2,0,0,0,0
2017,West_site,1,Sea,0.702,32.748,1,12,0,0,8,0
2017,West_site,1,Sea,0.702,32.748,1,13,0,0,3,0
2017,West_site,1,Sea,0.702,32.748,2,2,0,0,0,0
2017,West_site,1,Sea,0.702,32.748,2,19,0,0,18,0
2017,West_site,1,Sea,0.702,32.748,2,16,0,0,10,2
2017,West_site,1,Sea,0.702,32.748,3,25,0,0,12,0
2017,West_site,1,Sea,0.702,32.748,3,3,0,0,0,0
2017,West_site,1,Sea,0.702,32.748,3,17,0,0,4,0
2017,West_site,2,Land,0.705,32.73,1,12,0,0,10,0
2017,West_site,2,Land,0.705,32.73,1,9,0,0,2,0
2017,West_site,2,Land,0.705,32.73,1,10,0,0,5,0
2017,West_site,2,Land,0.705,32.73,2,7,0,0,5,0
2017,West_site,2,Land,0.705,32.73,2,11,0,0,3,0
2017,West_site,2,Land,0.705,32.73,2,17,0,0,3,0
2017,West_site,2,Land,0.705,32.73,3,9,0,0,6,0
2017,West_site,2,Land,0.705,32.73,3,12,0,0,7,0
2017,West_site,2,Land,0.705,32.73,3,19,0,1,4,0
2017,West_site,2,Sea,0.705,32.73,1,17,0,0,9,5
2017,West_site,2,Sea,0.705,32.73,1,22,0,0,9,0
2017,West_site,2,Sea,0.705,32.73,1,4,0,0,2,1
2017,West_site,2,Sea,0.705,32.73,2,18,0,0,3,1
2017,West_site,2,Sea,0.705,32.73,2,20,0,0,1,4
2017,West_site,2,Sea,0.705,32.73,2,7,0,0,3,1
2017,West_site,2,Sea,0.705,32.73,3,2,0,0,0,0
2017,West_site,2,Sea,0.705,32.73,3,14,0,0,6,0
2017,West_site,2,Sea,0.705,32.73,3,1,0,0,0,0
2017,West_site,3,Land,0.713,32.708,1,4,0,0,9,0
2017,West_site,3,Land,0.713,32.708,1,19,0,0,15,0
2017,West_site,3,Land,0.713,32.708,1,2,0,0,7,0
2017,West_site,3,Land,0.713,32.708,2,7,0,0,17,0
2017,West_site,3,Land,0.713,32.708,2,16,2,0,20,0
2017,West_site,3,Land,0.713,32.708,2,25,3,0,3,0
2017,West_site,3,Land,0.713,32.708,3,6,0,0,8,0
2017,West_site,3,Land,0.713,32.708,3,11,0,0,12,0
2017,West_site,3,Land,0.713,32.708,3,4,0,0,3,0
2017,West_site,3,Sea,0.713,32.708,1,5,0,0,7,0
2017,West_site,3,Sea,0.713,32.708,1,25,0,0,17,0
2017,West_site,3,Sea,0.713,32.708,1,7,0,0,13,0
2017,West_site,3,Sea,0.713,32.708,2,4,0,0,20,0
2017,West_site,3,Sea,0.713,32.708,2,22,0,0,5,0
2017,West_site,3,Sea,0.713,32.708,2,11,0,0,4,0
2017,West_site,3,Sea,0.713,32.708,3,9,0,0,3,1
2017,West_site,3,Sea,0.713,32.708,3,5,3,0,7,2
2017,West_site,3,Sea,0.713,32.708,3,3,0,0,13,0
2018,Youzhnaya_guba,1,Land,0.484,34.219,1,15,3,0,5,0
2018,Youzhnaya_guba,1,Land,0.484,34.219,1,25,3,0,2,0
2018,Youzhnaya_guba,1,Land,0.484,34.219,1,1,2,0,6,0
2018,Youzhnaya_guba,1,Land,0.484,34.219,2,8,3,0,0,0
2018,Youzhnaya_guba,1,Land,0.484,34.219,2,17,3,0,2,0
2018,Youzhnaya_guba,1,Land,0.484,34.219,2,25,2,0,0,0
2018,Youzhnaya_guba,1,Land,0.484,34.219,3,2,7,1,2,0
2018,Youzhnaya_guba,1,Land,0.484,34.219,3,16,4,1,1,0
2018,Youzhnaya_guba,1,Land,0.484,34.219,3,19,2,0,5,0
2018,Youzhnaya_guba,1,Sea,0.484,34.219,1,4,1,0,0,0
2018,Youzhnaya_guba,1,Sea,0.484,34.219,1,14,2,0,2,0
2018,Youzhnaya_guba,1,Sea,0.484,34.219,1,20,4,1,5,0
2018,Youzhnaya_guba,1,Sea,0.484,34.219,2,5,3,0,1,0
2018,Youzhnaya_guba,1,Sea,0.484,34.219,2,9,2,0,2,0
2018,Youzhnaya_guba,1,Sea,0.484,34.219,2,21,5,0,1,0
2018,Youzhnaya_guba,1,Sea,0.484,34.219,3,3,1,0,0,0
2018,Youzhnaya_guba,1,Sea,0.484,34.219,3,18,0,0,7,0
2018,Youzhnaya_guba,1,Sea,0.484,34.219,3,23,0,0,9,1
2018,Youzhnaya_guba,2,Land,0.479,34.216,1,1,6,0,0,0
2018,Youzhnaya_guba,2,Land,0.479,34.216,1,10,2,0,0,0
2018,Youzhnaya_guba,2,Land,0.479,34.216,1,17,4,0,0,0
2018,Youzhnaya_guba,2,Land,0.479,34.216,2,2,1,0,0,0
2018,Youzhnaya_guba,2,Land,0.479,34.216,2,8,2,0,0,0
2018,Youzhnaya_guba,2,Land,0.479,34.216,2,13,0,0,0,0
2018,Youzhnaya_guba,2,Land,0.479,34.216,3,18,2,0,0,0
2018,Youzhnaya_guba,2,Land,0.479,34.216,3,20,1,0,0,0
2018,Youzhnaya_guba,2,Land,0.479,34.216,3,25,5,1,0,0
2018,Youzhnaya_guba,2,Sea,0.479,34.216,1,7,5,0,1,0
2018,Youzhnaya_guba,2,Sea,0.479,34.216,1,12,4,0,0,0
2018,Youzhnaya_guba,2,Sea,0.479,34.216,1,20,3,0,0,1
2018,Youzhnaya_guba,2,Sea,0.479,34.216,2,5,1,0,1,0
2018,Youzhnaya_guba,2,Sea,0.479,34.216,2,7,1,0,0,0
2018,Youzhnaya_guba,2,Sea,0.479,34.216,2,24,0,0,0,0
2018,Youzhnaya_guba,2,Sea,0.479,34.216,3,1,0,0,0,1
2018,Youzhnaya_guba,2,Sea,0.479,34.216,3,12,0,0,0,0
2018,Youzhnaya_guba,2,Sea,0.479,34.216,3,23,3,0,0,0
2018,Youzhnaya_guba,3,Land,0.509,34.287,1,3,6,1,4,0
2018,Youzhnaya_guba,3,Land,0.509,34.287,1,6,4,0,0,0
2018,Youzhnaya_guba,3,Land,0.509,34.287,1,8,8,0,0,0
2018,Youzhnaya_guba,3,Land,0.509,34.287,2,5,2,0,2,0
2018,Youzhnaya_guba,3,Land,0.509,34.287,2,9,5,0,1,0
2018,Youzhnaya_guba,3,Land,0.509,34.287,2,18,9,0,0,0
2018,Youzhnaya_guba,3,Land,0.509,34.287,3,7,7,0,0,0
2018,Youzhnaya_guba,3,Land,0.509,34.287,3,12,12,0,0,0
2018,Youzhnaya_guba,3,Land,0.509,34.287,3,21,4,0,0,0
2018,Youzhnaya_guba,3,Sea,0.509,34.287,1,1,4,0,0,0
2018,Youzhnaya_guba,3,Sea,0.509,34.287,1,5,1,0,3,0
2018,Youzhnaya_guba,3,Sea,0.509,34.287,1,12,5,0,3,0
2018,Youzhnaya_guba,3,Sea,0.509,34.287,2,3,1,2,5,1
2018,Youzhnaya_guba,3,Sea,0.509,34.287,2,8,1,0,4,0
2018,Youzhnaya_guba,3,Sea,0.509,34.287,2,21,5,0,0,0
2018,Youzhnaya_guba,3,Sea,0.509,34.287,3,17,7,0,1,0
2018,Youzhnaya_guba,3,Sea,0.509,34.287,3,18,3,0,1,0
2018,Youzhnaya_guba,3,Sea,0.509,34.287,3,25,1,1,1,0
2018,Severnaya_guba,1,Land,1.497,32.508,1,4,7,0,0,0
2018,Severnaya_guba,1,Land,1.497,32.508,1,9,2,0,0,0
2018,Severnaya_guba,1,Land,1.497,32.508,1,18,3,0,0,0
2018,Severnaya_guba,1,Land,1.497,32.508,2,1,0,0,1,0
2018,Severnaya_guba,1,Land,1.497,32.508,2,20,2,1,0,0
2018,Severnaya_guba,1,Land,1.497,32.508,2,25,4,1,0,0
2018,Severnaya_guba,1,Land,1.497,32.508,3,3,3,0,3,0
2018,Severnaya_guba,1,Land,1.497,32.508,3,6,1,0,0,0
2018,Severnaya_guba,1,Land,1.497,32.508,3,14,0,0,4,0
2018,Severnaya_guba,1,Sea,1.497,32.508,1,4,9,0,0,0
2018,Severnaya_guba,1,Sea,1.497,32.508,1,9,3,0,0,0
2018,Severnaya_guba,1,Sea,1.497,32.508,1,18,7,0,0,0
2018,Severnaya_guba,1,Sea,1.497,32.508,2,1,6,0,0,0
2018,Severnaya_guba,1,Sea,1.497,32.508,2,20,6,0,0,0
2018,Severnaya_guba,1,Sea,1.497,32.508,2,25,5,0,0,0
2018,Severnaya_guba,1,Sea,1.497,32.508,3,3,11,0,0,0
2018,Severnaya_guba,1,Sea,1.497,32.508,3,6,9,0,0,0
2018,Severnaya_guba,1,Sea,1.497,32.508,3,14,14,0,0,0
2018,Severnaya_guba,2,Land,1.506,32.5,1,2,11,0,1,0
2018,Severnaya_guba,2,Land,1.506,32.5,1,17,4,0,0,0
2018,Severnaya_guba,2,Land,1.506,32.5,1,19,5,0,1,0
2018,Severnaya_guba,2,Land,1.506,32.5,2,4,4,1,0,0
2018,Severnaya_guba,2,Land,1.506,32.5,2,7,15,1,0,0
2018,Severnaya_guba,2,Land,1.506,32.5,2,16,9,1,2,0
2018,Severnaya_guba,2,Land,1.506,32.5,3,3,3,0,0,0
2018,Severnaya_guba,2,Land,1.506,32.5,3,22,7,0,1,0
2018,Severnaya_guba,2,Land,1.506,32.5,3,24,9,0,0,0
2018,Severnaya_guba,2,Sea,1.506,32.5,1,2,3,0,0,0
2018,Severnaya_guba,2,Sea,1.506,32.5,1,17,7,1,0,0
2018,Severnaya_guba,2,Sea,1.506,32.5,1,19,8,0,0,0
2018,Severnaya_guba,2,Sea,1.506,32.5,2,4,5,0,0,0
2018,Severnaya_guba,2,Sea,1.506,32.5,2,7,6,0,1,0
2018,Severnaya_guba,2,Sea,1.506,32.5,2,16,7,0,1,0
2018,Severnaya_guba,2,Sea,1.506,32.5,3,3,0,0,0,0
2018,Severnaya_guba,2,Sea,1.506,32.5,3,22,7,0,0,0
2018,Severnaya_guba,2,Sea,1.506,32.5,3,24,8,0,0,0
2018,Severnaya_guba,3,Land,1.506,32.524,1,3,18,0,0,0
2018,Severnaya_guba,3,Land,1.506,32.524,1,12,9,1,0,0
2018,Severnaya_guba,3,Land,1.506,32.524,1,19,3,0,1,0
2018,Severnaya_guba,3,Land,1.506,32.524,2,20,4,0,0,0
2018,Severnaya_guba,3,Land,1.506,32.524,2,24,3,0,0,0
2018,Severnaya_guba,3,Land,1.506,32.524,2,15,4,0,0,0
2018,Severnaya_guba,3,Land,1.506,32.524,3,8,0,0,3,0
2018,Severnaya_guba,3,Land,1.506,32.524,3,6,0,0,3,0
2018,Severnaya_guba,3,Land,1.506,32.524,3,15,3,0,1,0
2018,Severnaya_guba,3,Sea,1.506,32.524,1,3,0,0,4,0
2018,Severnaya_guba,3,Sea,1.506,32.524,1,12,0,0,8,0
2018,Severnaya_guba,3,Sea,1.506,32.524,1,19,2,0,2,0
2018,Severnaya_guba,3,Sea,1.506,32.524,2,20,10,0,0,0
2018,Severnaya_guba,3,Sea,1.506,32.524,2,24,13,0,0,0
2018,Severnaya_guba,3,Sea,1.506,32.524,2,15,9,0,0,0
2018,Severnaya_guba,3,Sea,1.506,32.524,3,8,2,0,0,0
2018,Severnaya_guba,3,Sea,1.506,32.524,3,6,12,0,0,0
2018,Severnaya_guba,3,Sea,1.506,32.524,3,15,5,0,0,0
2018,East_site,1,Land,1.221,34.195,1,3,0,0,2,1
2018,East_site,1,Land,1.221,34.195,1,8,0,0,1,0
2018,East_site,1,Land,1.221,34.195,1,15,2,0,4,0
2018,East_site,1,Land,1.221,34.195,2,2,1,0,1,1
2018,East_site,1,Land,1.221,34.195,2,7,1,0,3,0
2018,East_site,1,Land,1.221,34.195,2,21,0,0,4,1
2018,East_site,1,Land,1.221,34.195,3,10,0,0,2,0
2018,East_site,1,Land,1.221,34.195,3,13,1,0,1,0
2018,East_site,1,Land,1.221,34.195,3,24,1,0,1,0
2018,East_site,1,Sea,1.221,34.195,1,3,7,0,0,0
2018,East_site,1,Sea,1.221,34.195,1,8,12,0,1,0
2018,East_site,1,Sea,1.221,34.195,1,15,4,0,1,0
2018,East_site,1,Sea,1.221,34.195,2,2,1,0,2,0
2018,East_site,1,Sea,1.221,34.195,2,7,0,0,4,0
2018,East_site,1,Sea,1.221,34.195,2,21,1,0,5,0
2018,East_site,1,Sea,1.221,34.195,3,10,0,0,4,0
2018,East_site,1,Sea,1.221,34.195,3,13,9,0,5,0
2018,East_site,1,Sea,1.221,34.195,3,24,0,0,1,0
2018,East_site,2,Land,1.225,34.183,1,1,0,0,0,0
2018,East_site,2,Land,1.225,34.183,1,8,0,0,2,0
2018,East_site,2,Land,1.225,34.183,1,16,1,0,0,0
