Year,Site,N_stone,Exposition,N,E,Core,Square,Juveniles_Alive,Juveniles_Dead,Adult_Alive,Adult_Dead
2018,East_site,2,Land,1.225,34.183,2,9,0,0,3,0
2018,East_site,2,Land,1.225,34.183,2,17,1,0,2,0
2018,East_site,2,Land,1.225,34.183,2,22,0,0,8,0
2018,East_site,2,Land,1.225,34.183,3,5,0,0,1,0
2018,East_site,2,Land,1.225,34.183,3,6,0,0,0,0
2018,East_site,2,Land,1.225,34.183,3,11,0,0,1,0
2018,East_site,2,Sea,1.225,34.183,1,1,5,0,0,0
2018,East_site,2,Sea,1.225,34.183,1,8,0,0,4,0
2018,East_site,2,Sea,1.225,34.183,1,16,0,2,4,0
2018,East_site,2,Sea,1.225,34.183,2,9,0,0,1,0
2018,East_site,2,Sea,1.225,34.183,2,17,0,0,1,0
2018,East_site,2,Sea,1.225,34.183,2,22,0,0,1,0
2018,East_site,2,Sea,1.225,34.183,3,5,0,0,2,0
2018,East_site,2,Sea,1.225,34.183,3,6,1,0,0,0
2018,East_site,2,Sea,1.225,34.183,3,11,0,0,1,0
2018,East_site,3,Land,1.228,34.18,1,5,0,0,0,0
2018,East_site,3,Land,1.228,34.18,1,8,1,0,1,0
2018,East_site,3,Land,1.228,34.18,1,13,0,0,7,0
2018,East_site,3,Land,1.228,34.18,2,1,2,0,0,0
2018,East_site,3,Land,1.228,34.18,2,10,0,0,2,0
2018,East_site,3,Land,1.228,34.18,2,18,3,0,0,0
2018,East_site,3,Land,1.228,34.18,3,3,2,0,0,0
2018,East_site,3,Land,1.228,34.18,3,17,0,0,0,0
2018,East_site,3,Land,1.228,34.18,3,23,0,0,1,0
2018,East_site,3,Sea,1.228,34.18,1,5,0,0,4,2
2018,East_site,3,Sea,1.228,34.18,1,8,1,0,3,0
2018,East_site,3,Sea,1.228,34.18,1,13,4,0,4,0
2018,East_site,3,Sea,1.228,34.18,2,1,1,0,0,0
2018,East_site,3,Sea,1.228,34.18,2,10,0,0,1,0
2018,East_site,3,Sea,1.228,34.18,2,18,4,0,0,0
2018,East_site,3,Sea,1.228,34.18,3,3,0,0,7,0
2018,East_site,3,Sea,1.228,34.18,3,17,0,0,6,1
2018,East_site,3,Sea,1.228,34.18,3,23,3,0,6,0
2018,West_site,1,Land,0.702,32.748,1,11,1,0,0,0
2018,West_site,1,Land,0.702,32.748,1,13,0,0,9,1
2018,West_site,1,Land,0.702,32.748,1,8,2,0,8,0
2018,West_site,1,Land,0.702,32.748,2,4,2,0,5,0
2018,West_site,1,Land,0.702,32.748,2,10,0,0,4,0
2018,West_site,1,Land,0.702,32.748,2,15,0,0,4,0
2018,West_site,1,Land,0.702,32.748,3,8,3,0,2,0
2018,West_site,1,Land,0.702,32.748,3,11,5,0,0,0
2018,West_site,1,Land,0.702,32.748,3,17,1,0,6,0
2018,West_site,1,Sea,0.702,32.748,1,19,3,0,0,0
2018,West_site,1,Sea,0.702,32.748,1,24,0,0,0,0
2018,West_site,1,Sea,0.702,32.748,1,5,1,0,0,0
2018,West_site,1,Sea,0.702,32.748,2,9,2,0,0,2
2018,West_site,1,Sea,0.702,32.748,2,18,1,0,4,0
2018,West_site,1,Sea,0.702,32.748,2,20,0,0,0,0
2018,West_site,1,Sea,0.702,32.748,3,10,1,0,4,0
2018,West_site,1,Sea,0.702,32.748,3,11,0,2,4,0
2018,West_site,1,Sea,0.702,32.748,3,5,1,0,1,0
2018,West_site,2,Land,0.705,32.73,1,19,2,0,7,1
2018,West_site,2,Land,0.705,32.73,1,17,3,0,0,0
2018,West_site,2,Land,0.705,32.73,1,1,2,1,0,0
2018,West_site,2,Land,0.705,32.73,2,8,2,0,0,0
2018,West_site,2,Land,0.705,32.73,2,3,3,0,0,0
2018,West_site,2,Land,0.705,32.73,2,13,1,0,1,0
2018,West_site,2,Land,0.705,32.73,3,11,1,0,0,0
2018,West_site,2,Land,0.705,32.73,3,15,1,0,5,0
2018,West_site,2,Land,0.705,32.73,3,9,1,0,2,0
2018,West_site,2,Sea,0.705,32.73,1,15,1,0,3,0
2018,West_site,2,Sea,0.705,32.73,1,4,1,0,2,0
2018,West_site,2,Sea,0.705,32.73,1,21,0,0,0,0
2018,West_site,2,Sea,0.705,32.73,2,5,2,0,0,0
2018,West_site,2,Sea,0.705,32.73,2,1,6,0,2,0
2018,West_site,2,Sea,0.705,32.73,2,18,2,0,3,2
2018,West_site,2,Sea,0.705,32.73,3,20,1,0,0,0
2018,West_site,2,Sea,0.705,32.73,3,14,2,0,0,0
2018,West_site,2,Sea,0.705,32.73,3,1,0,0,0,0
2018,West_site,3,Land,0.713,32.708,1,8,1,0,5,0
2018,West_site,3,Land,0.713,32.708,1,16,3,0,0,0
2018,West_site,3,Land,0.713,32.708,1,21,2,0,0,0
2018,West_site,3,Land,0.713,32.708,2,11,0,0,0,0
2018,West_site,3,Land,0.713,32.708,2,17,1,0,3,0
2018,West_site,3,Land,0.713,32.708,2,24,0,0,3,0
2018,West_site,3,Land,0.713,32.708,3,1,2,0,4,0
2018,West_site,3,Land,0.713,32.708,3,5,1,0,3,1
2018,West_site,3,Land,0.713,32.708,3,4,1,0,4,1
2018,West_site,3,Sea,0.713,32.708,1,2,0,0,3,0
2018,West_site,3,Sea,0.713,32.708,1,4,0,0,1,1
2018,West_site,3,Sea,0.713,32.708,1,25,2,0,0,0
2018,West_site,3,Sea,0.713,32.708,2,19,0,0,1,0
2018,West_site,3,Sea,0.713,32.708,2,7,2,0,0,0
2018,West_site,3,Sea,0.713,32.708,2,22,0,0,0,3
2018,West_site,3,Sea,0.713,32.708,3,5,2,0,0,0
2018,West_site,3,Sea,0.713,32.708,3,18,4,1,0,0
2018,West_site,3,Sea,0.713,32.708,3,24,2,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.36,1,2,10,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.36,1,5,12,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.36,1,20,16,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.36,2,3,22,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.36,2,9,25,0,2,0
2019,Youzhnaya_guba,1,Land,0.507,34.36,2,18,32,0,1,0
2019,Youzhnaya_guba,1,Land,0.507,34.36,3,1,10,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.36,3,17,34,0,1,2
2019,Youzhnaya_guba,1,Land,0.507,34.36,3,25,9,0,3,1
2019,Youzhnaya_guba,1,Sea,0.507,34.36,1,4,30,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.36,1,13,33,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.36,1,22,28,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.36,2,5,13,1,2,1
2019,Youzhnaya_guba,1,Sea,0.507,34.36,2,11,24,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.36,2,19,32,0,2,0
2019,Youzhnaya_guba,1,Sea,0.507,34.36,3,2,28,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.36,3,6,35,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.36,3,24,34,1,0,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,1,6,13,1,4,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,1,25,14,0,1,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,1,13,28,0,2,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,2,7,9,0,7,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,2,23,13,0,5,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,2,14,13,0,3,1
2019,Youzhnaya_guba,2,Land,0.507,34.344,3,16,15,0,0,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,3,3,14,0,2,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,3,22,20,0,1,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,1,4,18,1,0,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,1,12,24,1,3,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,1,23,4,0,4,2
2019,Youzhnaya_guba,2,Sea,0.507,34.344,2,1,12,0,5,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,2,7,21,0,1,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,2,11,8,0,4,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,3,5,20,1,0,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,3,10,24,0,0,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,3,16,12,0,1,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,1,9,31,1,0,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,1,15,30,1,0,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,1,25,31,0,0,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,2,13,32,0,3,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,2,2,18,0,3,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,2,20,32,0,1,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,3,4,13,0,3,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,3,17,18,1,0,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,3,23,14,1,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,1,9,16,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,1,13,21,0,1,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,1,20,3,0,5,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,2,6,11,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,2,11,10,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,2,22,10,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,3,7,19,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,3,10,17,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,3,23,15,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.360,1,2,10,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.360,1,5,12,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.360,1,20,16,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.360,2,3,22,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.360,2,9,25,0,2,0
2019,Youzhnaya_guba,1,Land,0.507,34.360,2,18,32,0,1,0
2019,Youzhnaya_guba,1,Land,0.507,34.360,3,1,10,0,0,0
2019,Youzhnaya_guba,1,Land,0.507,34.360,3,17,34,0,1,2
2019,Youzhnaya_guba,1,Land,0.507,34.360,3,25,9,0,3,1
2019,Youzhnaya_guba,1,Sea,0.507,34.360,1,4,30,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.360,1,13,33,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.360,1,22,28,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.360,2,5,13,1,2,1
2019,Youzhnaya_guba,1,Sea,0.507,34.360,2,11,24,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.360,2,19,32,0,2,0
2019,Youzhnaya_guba,1,Sea,0.507,34.360,3,2,28,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.360,3,6,35,0,0,0
2019,Youzhnaya_guba,1,Sea,0.507,34.360,3,24,34,1,0,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,1,6,13,1,4,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,1,25,14,0,1,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,1,13,28,0,2,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,2,7,9,0,7,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,2,23,13,0,5,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,2,14,13,0,3,1
2019,Youzhnaya_guba,2,Land,0.507,34.344,3,16,15,0,0,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,3,3,14,0,2,0
2019,Youzhnaya_guba,2,Land,0.507,34.344,3,22,20,0,1,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,1,4,18,1,0,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,1,12,24,1,3,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,1,23,4,0,4,2
2019,Youzhnaya_guba,2,Sea,0.507,34.344,2,1,12,0,5,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,2,7,21,0,1,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,2,11,8,0,4,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,3,5,20,1,0,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,3,10,24,0,0,0
2019,Youzhnaya_guba,2,Sea,0.507,34.344,3,16,12,0,1,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,1,9,31,1,0,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,1,15,30,1,0,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,1,25,31,0,0,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,2,13,32,0,3,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,2,2,18,0,3,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,2,20,32,0,1,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,3,4,13,0,3,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,3,17,18,1,0,0
2019,Youzhnaya_guba,3,Land,0.504,34.304,3,23,14,1,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,1,9,16,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,1,13,21,0,1,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,1,20,3,0,5,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,2,6,11,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,2,11,10,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,2,22,10,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,3,7,19,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,3,10,17,0,0,0
2019,Youzhnaya_guba,3,Sea,0.504,34.304,3,23,15,0,0,0
2019,East_site,1,Land,01.230,34.183,1,3,7,1,4,2
2019,East_site,1,Land,01.230,34.183,1,12,10,0,1,1
2019,East_site,1,Land,01.230,34.183,1,17,15,0,0,0
2019,East_site,1,Land,01.230,34.183,2,7,11,0,0,0
2019,East_site,1,Land,01.230,34.183,2,13,23,0,2,0
2019,East_site,1,Land,01.230,34.183,2,23,24,1,0,0
2019,East_site,1,Land,01.230,34.183,3,8,19,0,2,0
2019,East_site,1,Land,01.230,34.183,3,16,19,0,0,0
2019,East_site,1,Land,01.230,34.183,3,22,20,0,0,0
2019,East_site,1,Sea,01.230,34.183,1,7,8,0,2,0
2019,East_site,1,Sea,01.230,34.183,1,11,10,1,1,0
2019,East_site,1,Sea,01.230,34.183,1,19,12,0,3,0
2019,East_site,1,Sea,01.230,34.183,2,4,10,0,0,0
2019,East_site,1,Sea,01.230,34.183,2,15,11,0,4,2
2019,East_site,1,Sea,01.230,34.183,2,21,5,1,2,1
2019,East_site,1,Sea,01.230,34.183,3,24,15,0,3,0
2019,East_site,1,Sea,01.230,34.183,3,8,0,0,9,3
2019,East_site,1,Sea,01.230,34.183,3,13,11,1,6,0
2019,East_site,2,Land,01.230,34.183,1,2,1,0,6,0
2019,East_site,2,Land,01.230,34.183,1,12,6,0,8,0
2019,East_site,2,Land,01.230,34.183,1,20,4,0,1,0
2019,East_site,2,Land,01.230,34.183,2,19,2,0,7,0
2019,East_site,2,Land,01.230,34.183,2,6,14,0,2,0
2019,East_site,2,Land,01.230,34.183,2,23,2,0,11,0
2019,East_site,2,Land,01.230,34.183,3,13,7,2,2,0
2019,East_site,2,Land,01.230,34.183,3,15,12,1,0,0
2019,East_site,2,Land,01.230,34.183,3,21,17,0,1,0
2019,East_site,2,Sea,01.230,34.183,1,10,0,0,11,2
2019,East_site,2,Sea,01.230,34.183,1,13,7,0,10,1
2019,East_site,2,Sea,01.230,34.183,1,18,5,0,7,1
2019,East_site,2,Sea,01.230,34.183,2,11,20,2,2,0
2019,East_site,2,Sea,01.230,34.183,2,3,21,0,5,1
2019,East_site,2,Sea,01.230,34.183,2,20,28,0,2,0
2019,East_site,2,Sea,01.230,34.183,3,1,12,0,8,0
2019,East_site,2,Sea,01.230,34.183,3,14,10,1,7,0
2019,East_site,2,Sea,01.230,34.183,3,25,9,1,1,0
2019,East_site,3,Land,01.230,34.183,1,5,12,0,0,0
2019,East_site,3,Land,01.230,34.183,1,18,4,0,5,2
2019,East_site,3,Land,01.230,34.183,1,22,19,0,2,0
2019,East_site,3,Land,01.230,34.183,2,19,13,0,2,0
2019,East_site,3,Land,01.230,34.183,2,23,20,1,1,0
2019,East_site,3,Land,01.230,34.183,2,1,10,0,3,1
2019,East_site,3,Land,01.230,34.183,3,16,12,0,5,1
2019,East_site,3,Land,01.230,34.183,3,15,13,0,0,0
2019,East_site,3,Land,01.230,34.183,3,7,11,0,3,0
2019,East_site,3,Sea,01.230,34.183,1,2,27,5,0,0
2019,East_site,3,Sea,01.230,34.183,1,12,23,0,3,1
2019,East_site,3,Sea,01.230,34.183,1,21,10,0,6,2
2019,East_site,3,Sea,01.230,34.183,2,4,18,2,4,0
2019,East_site,3,Sea,01.230,34.183,2,9,0,0,8,2
2019,East_site,3,Sea,01.230,34.183,2,24,25,2,0,0
2019,East_site,3,Sea,01.230,34.183,3,1,16,1,0,0
2019,East_site,3,Sea,01.230,34.183,3,2,25,2,0,0
2019,East_site,3,Sea,01.230,34.183,3,3,27,2,1,0
2019,Severnaya_guba,1,Land,01.565,32.507,1,3,0,0,10,0
2019,Severnaya_guba,1,Land,01.565,32.507,1,18,2,0,10,0
2019,Severnaya_guba,1,Land,01.565,32.507,1,22,0,0,10,0
2019,Severnaya_guba,1,Land,01.565,32.507,2,4,1,0,3,0
2019,Severnaya_guba,1,Land,01.565,32.507,2,9,0,0,7,0
2019,Severnaya_guba,1,Land,01.565,32.507,2,13,3,0,9,0
2019,Severnaya_guba,1,Land,01.565,32.507,3,25,4,0,11,0
2019,Severnaya_guba,1,Land,01.565,32.507,3,1,4,1,0,0
2019,Severnaya_guba,1,Land,01.565,32.507,3,14,2,0,10,0
2019,Severnaya_guba,1,Sea,01.565,32.507,1,2,13,2,0,0
2019,Severnaya_guba,1,Sea,01.565,32.507,1,10,14,0,1,0
2019,Severnaya_guba,1,Sea,01.565,32.507,1,21,6,3,3,0
2019,Severnaya_guba,1,Sea,01.565,32.507,2,12,15,2,10,0
2019,Severnaya_guba,1,Sea,01.565,32.507,2,5,16,0,0,0
2019,Severnaya_guba,1,Sea,01.565,32.507,2,24,18,0,6,0
2019,Severnaya_guba,1,Sea,01.565,32.507,3,3,9,1,1,0
2019,Severnaya_guba,1,Sea,01.565,32.507,3,13,6,3,4,0
2019,Severnaya_guba,1,Sea,01.565,32.507,3,23,7,3,4,0
2019,Severnaya_guba,2,Land,01.565,32.507,1,4,13,1,0,0
2019,Severnaya_guba,2,Land,01.565,32.507,1,16,14,2,0,0
2019,Severnaya_guba,2,Land,01.565,32.507,1,20,25,0,0,0
2019,Severnaya_guba,2,Land,01.565,32.507,2,7,4,0,13,0
2019,Severnaya_guba,2,Land,01.565,32.507,2,17,23,1,4,0
2019,Severnaya_guba,2,Land,01.565,32.507,2,21,18,1,0,0
2019,Severnaya_guba,2,Land,01.565,32.507,3,2,9,1,0,1
2019,Severnaya_guba,2,Land,01.565,32.507,3,19,11,1,7,0
2019,Severnaya_guba,2,Land,01.565,32.507,3,23,15,0,12,0
2019,Severnaya_guba,2,Sea,01.565,32.507,1,8,6,1,0,0
2019,Severnaya_guba,2,Sea,01.565,32.507,1,9,6,3,0,0
2019,Severnaya_guba,2,Sea,01.565,32.507,1,14,11,1,0,0
2019,Severnaya_guba,2,Sea,01.565,32.507,2,1,2,0,0,0
2019,Severnaya_guba,2,Sea,01.565,32.507,2,12,8,0,0,0
2019,Severnaya_guba,2,Sea,01.565,32.507,2,25,8,1,0,0
2019,Severnaya_guba,2,Sea,01.565,32.507,3,13,7,0,0,0
2019,Severnaya_guba,2,Sea,01.565,32.507,3,19,5,1,0,0
2019,Severnaya_guba,2,Sea,01.565,32.507,3,24,2,1,0,0
2019,Severnaya_guba,3,Land,01.565,32.507,1,5,20,0,2,2
2019,Severnaya_guba,3,Land,01.565,32.507,1,13,18,0,7,0
2019,Severnaya_guba,3,Land,01.565,32.507,1,22,14,0,7,0
2019,Severnaya_guba,3,Land,01.565,32.507,2,1,10,1,5,0
2019,Severnaya_guba,3,Land,01.565,32.507,2,10,28,0,0,0
2019,Severnaya_guba,3,Land,01.565,32.507,2,19,20,1,0,0
2019,Severnaya_guba,3,Land,01.565,32.507,3,18,14,1,7,0
2019,Severnaya_guba,3,Land,01.565,32.507,3,3,4,0,11,0
2019,Severnaya_guba,3,Land,01.565,32.507,3,6,20,5,0,0
2019,Severnaya_guba,3,Sea,01.565,32.507,1,9,27,0,6,0
2019,Severnaya_guba,3,Sea,01.565,32.507,1,2,30,0,0,0
2019,Severnaya_guba,3,Sea,01.565,32.507,1,21,24,0,7,0
2019,Severnaya_guba,3,Sea,01.565,32.507,2,3,29,3,0,0
2019,Severnaya_guba,3,Sea,01.565,32.507,2,20,44,0,0,0
2019,Severnaya_guba,3,Sea,01.565,32.507,2,23,23,1,0,0
2019,Severnaya_guba,3,Sea,01.565,32.507,3,11,26,4,1,0
2019,Severnaya_guba,3,Sea,01.565,32.507,3,5,4,0,6,0
2019,Severnaya_guba,3,Sea,01.565,32.507,3,17,23,5,2,0
2019,west_site,1,Land,0.810,32.481,1,8,16,2,4,0
2019,west_site,1,Land,0.810,32.481,1,16,20,0,4,1
2019,west_site,1,Land,0.810,32.481,1,24,7,0,6,0
2019,west_site,1,Land,0.810,32.481,2,1,11,0,6,0
2019,west_site,1,Land,0.810,32.481,2,15,11,0,4,0
2019,west_site,1,Land,0.810,32.481,2,10,22,0,1,0
2019,west_site,1,Land,0.810,32.481,3,5,28,0,0,0
2019,west_site,1,Land,0.810,32.481,3,2,24,0,1,0
2019,west_site,1,Land,0.810,32.481,3,6,32,21,1,0
2019,west_site,1,Sea,0.810,32.481,1,9,21,0,2,0
2019,west_site,1,Sea,0.810,32.481,1,18,19,0,7,0
2019,west_site,1,Sea,0.810,32.481,1,25,14,0,6,0
2019,west_site,1,Sea,0.810,32.481,2,11,37,2,0,0
2019,west_site,1,Sea,0.810,32.481,2,21,41,0,2,0
2019,west_site,1,Sea,0.810,32.481,2,1,20,1,2,0
2019,west_site,1,Sea,0.810,32.481,3,3,28,0,3,0
2019,west_site,1,Sea,0.810,32.481,3,12,20,0,3,0
2019,west_site,1,Sea,0.810,32.481,3,17,22,0,5,0
2019,west_site,2,Land,0.810,32.481,1,19,19,0,2,0
2019,west_site,2,Land,0.810,32.481,1,22,19,1,5,0
2019,west_site,2,Land,0.810,32.481,1,23,16,1,11,0
2019,west_site,2,Land,0.810,32.481,2,17,25,2,0,0
2019,west_site,2,Land,0.810,32.481,2,14,35,2,0,0
2019,west_site,2,Land,0.810,32.481,2,13,29,2,2,0
2019,west_site,2,Land,0.810,32.481,3,8,29,1,2,0
2019,west_site,2,Land,0.810,32.481,3,5,22,0,0,0
2019,west_site,2,Land,0.810,32.481,3,3,33,1,0,0
2019,west_site,2,Sea,0.810,32.481,1,7,3,0,11,0
2019,west_site,2,Sea,0.810,32.481,1,6,17,0,7,2
2019,west_site,2,Sea,0.810,32.481,1,20,17,0,6,0
2019,west_site,2,Sea,0.810,32.481,2,15,20,0,5,0
2019,west_site,2,Sea,0.810,32.481,2,17,30,0,3,0
2019,west_site,2,Sea,0.810,32.481,2,25,41,0,0,0
2019,west_site,2,Sea,0.810,32.481,3,16,35,1,0,0
2019,west_site,2,Sea,0.810,32.481,3,12,15,1,6,0
2019,west_site,2,Sea,0.810,32.481,3,8,5,0,7,0
2019,west_site,3,Land,0.810,32.481,1,1,37,0,1,0
2019,west_site,3,Land,0.810,32.481,1,4,14,0,3,0
2019,west_site,3,Land,0.810,32.481,1,7,23,0,4,0
2019,west_site,3,Land,0.810,32.481,2,10,18,1,6,0
2019,west_site,3,Land,0.810,32.481,2,3,27,2,4,0
2019,west_site,3,Land,0.810,32.481,2,18,25,1,0,0
2019,west_site,3,Land,0.810,32.481,3,5,26,1,0,0
2019,west_site,3,Land,0.810,32.481,3,24,29,0,3,0
2019,west_site,3,Land,0.810,32.481,3,12,25,1,0,0
2019,west_site,3,Sea,0.810,32.481,1,1,29,1,0,0
2019,west_site,3,Sea,0.810,32.481,1,9,33,0,2,0
2019,west_site,3,Sea,0.810,32.481,1,18,35,1,2,1
2019,west_site,3,Sea,0.810,32.481,2,24,12,0,5,0
2019,west_site,3,Sea,0.810,32.481,2,25,34,0,1,0
2019,west_site,3,Sea,0.810,32.481,2,3,13,0,5,0
2019,west_site,3,Sea,0.810,32.481,3,15,33,1,1,0
2019,west_site,3,Sea,0.810,32.481,3,9,33,0,0,0
2019,west_site,3,Sea,0.810,32.481,3,19,23,1,3,0
